plate_1,plate_2,n_1,n_2,geodesic_dist,mean_angle_deg,max_angle_deg,min_angle_deg,external_auc_fwd,external_auc_rev,internal_auc,auc_gap
PL088,PL091,72,63,3.6567805512320857,63.69384268285269,88.75105112937891,34.391375385733205,0.5056603773584906,0.6097222222222223,0.4083333333333334,-0.09732704402515718
PL088,PL092,72,72,3.510382436134021,60.99672088092613,84.08484329250496,30.424489003674914,0.5902777777777777,0.5708333333333333,0.4083333333333334,-0.1819444444444443
PL088,PL093,72,42,3.6019773553251078,63.03140850564769,84.83693863443504,36.91976699258141,0.5346938775510204,0.5263888888888889,0.4083333333333334,-0.126360544217687
PL089,PL090,72,72,3.6458705985478423,63.34815813183725,87.28543900564418,31.519246197976514,0.47916666666666663,0.5069444444444444,0.625,0.14583333333333337
PL089,PL091,72,63,3.6228495564745153,62.77975709273841,85.1729842559649,28.28084592745217,0.5867924528301887,0.6152777777777778,0.625,0.03820754716981134
PL089,PL092,72,72,3.803602464107204,66.17978870534617,89.73863602075407,31.25843532565376,0.7777777777777777,0.7527777777777778,0.625,-0.15277777777777768
PL089,PL093,72,42,3.7505200808650674,65.93951856770136,88.91980346915076,36.4569885232243,0.6081632653061224,0.5611111111111111,0.625,0.016836734693877586
PL090,PL091,72,63,3.604575322821914,62.72270849105687,85.42313997668268,31.357960409572815,0.5622641509433962,0.4722222222222222,0.275,-0.2872641509433962
PL090,PL092,72,72,3.4553220515303393,60.04023612047181,87.12825922070768,29.3915737885538,0.7027777777777777,0.6222222222222222,0.275,-0.4277777777777777
PL090,PL093,72,42,3.655035711184218,64.01169280915352,84.36132650975446,36.614868234233334,0.6204081632653061,0.5625,0.275,-0.3454081632653061
PL091,PL092,63,72,3.5288379837413264,61.777317398930336,86.18538994354184,34.55317477788308,0.4708333333333333,0.4849056603773585,0.7836363636363636,0.31280303030303025
PL091,PL093,63,42,3.695614329537478,65.0808038031849,89.10635397113968,36.56874141328097,0.7673469387755102,0.6433962264150943,0.7836363636363636,0.016289424860853385
PL092,PL093,72,42,3.586600948439989,62.732701822606806,87.8295783504203,33.726410839166824,0.5306122448979592,0.5069444444444444,0.6000000000000001,0.06938775510204087
