plate_1,plate_2,n_1,n_2,geodesic_dist,mean_angle_deg,confound_fraction,signal_fraction,raw_shift,centroid_dist,domain_auc,variance_ratio,ext_auc_lr_fwd,ext_auc_lr_rev,int_auc_lr,auc_gap_lr,ext_auc_rf_fwd,ext_auc_rf_rev,int_auc_rf,auc_gap_rf
PL084,PL092,72,72,3.592748410571745,62.23695856564009,0.0,1.0,8.100896189150323,8.100896189150323,1.0,1.0557989146905908,0.7402777777777778,0.6805555555555556,0.7027777777777777,-0.03750000000000009,0.6569444444444444,0.6791666666666667,0.6680555555555555,0.011111111111111072
PL084,PL093,72,42,3.5767127430191525,62.74209024448081,0.0,1.0,7.9427245207807395,7.9427245207807395,1.0,1.1209780640233789,0.5591836734693878,0.5263888888888889,0.7027777777777777,0.14359410430838992,0.4387755102040817,0.5590277777777778,0.6680555555555555,0.22928004535147384
PL085,PL086,71,72,3.7332329631420738,64.61554652982133,0.0,1.0,9.061442145093807,9.061442145093807,1.0,1.0587232050000597,0.5208333333333333,0.4943502824858757,0.44772727272727275,-0.07310606060606051,0.5506944444444444,0.6306497175141244,0.48270202020202024,-0.06799242424242413
PL085,PL087,71,72,3.6283657836939813,62.97808906113121,0.0,1.0,4.469441138529527,4.469441138529527,1.0,1.0350191505810822,0.6375000000000001,0.655367231638418,0.44772727272727275,-0.18977272727272732,0.5083333333333333,0.43855932203389825,0.48270202020202024,-0.02563131313131306
PL085,PL088,71,72,3.7902632744160747,66.0636435995927,0.0,1.0,9.353709138986883,9.353709138986883,1.0,1.047576728914832,0.6902777777777778,0.5593220338983051,0.44772727272727275,-0.24255050505050502,0.5687500000000001,0.576271186440678,0.48270202020202024,-0.08604797979797985
PL085,PL089,71,72,3.6578406612660626,63.44735961741378,0.0,1.0,3.0588316706619274,3.0588316706619274,1.0,1.0016111249897794,0.6916666666666668,0.6440677966101696,0.44772727272727275,-0.243939393939394,0.6361111111111112,0.4823446327683616,0.48270202020202024,-0.15340909090909094
PL085,PL090,71,72,3.6185594545559048,62.94530104930833,0.0,1.0,9.23709859516655,9.23709859516655,1.0,1.1236683458204935,0.38888888888888895,0.4943502824858757,0.44772727272727275,0.0588383838383838,0.4645833333333333,0.6765536723163842,0.48270202020202024,0.01811868686868695
PL085,PL091,71,63,3.6931189918718257,64.12666073435953,0.0,1.0,4.5796142741965005,4.5796142741965005,1.0,1.0195800206422339,0.6471698113207547,0.6271186440677966,0.44772727272727275,-0.19944253859348193,0.4547169811320754,0.6927966101694915,0.48270202020202024,0.027985039069944817
PL085,PL092,71,72,3.6640181243061916,63.557978949262655,0.0,1.0,7.338642043155192,7.338642043155192,1.0,1.0430943932672678,0.6277777777777778,0.6214689265536723,0.44772727272727275,-0.18005050505050502,0.4208333333333333,0.4915254237288136,0.48270202020202024,0.06186868686868696
PL085,PL093,71,42,3.815247033905262,67.05514557912655,0.0,1.0,7.666214164172942,7.666214164172942,1.0,1.0178699470739716,0.7551020408163265,0.6751412429378532,0.44772727272727275,-0.30737476808905373,0.3836734693877551,0.5875706214689266,0.48270202020202024,0.09902855081426515
PL086,PL087,72,72,3.5858488498470225,62.260327168096886,0.0,1.0,9.260756697929653,9.260756697929653,1.0,1.0229020442816632,0.548611111111111,0.5986111111111111,0.32222222222222224,-0.2263888888888888,0.7701388888888888,0.4590277777777778,0.3541666666666667,-0.41597222222222213
PL086,PL088,72,72,3.6569977209749087,63.337192975020415,0.0,1.0,5.1186490808151826,5.1186490808151826,1.0,1.010640247895516,0.49861111111111117,0.6763888888888889,0.32222222222222224,-0.17638888888888893,0.7034722222222222,0.5236111111111111,0.3541666666666667,-0.3493055555555555
PL086,PL089,72,72,3.6857874297006883,64.16999532491603,0.0,1.0,9.054459151076545,9.054459151076545,1.0,1.0604289404128946,0.5722222222222222,0.5194444444444445,0.32222222222222224,-0.24999999999999994,0.5722222222222223,0.47916666666666663,0.3541666666666667,-0.2180555555555556
PL086,PL090,72,72,3.4886192829780076,59.82935914780809,0.0,1.0,4.710861483413289,4.710861483413289,1.0,1.0613428897314385,0.7347222222222223,0.6263888888888889,0.32222222222222224,-0.41250000000000003,0.6111111111111112,0.6590277777777778,0.3541666666666667,-0.2569444444444445
PL086,PL091,72,63,3.6136223884496173,62.7066104668315,0.0,1.0,9.594213929115842,9.594213929115842,1.0,1.0383914784179171,0.5849056603773586,0.5597222222222222,0.32222222222222224,-0.26268343815513634,0.3641509433962264,0.5201388888888889,0.3541666666666667,-0.009984276729559705
PL086,PL092,72,72,3.545470501147259,61.215826475042526,0.0,1.0,6.488795436914131,6.488795436914131,1.0,1.0149831231321624,0.42638888888888893,0.4583333333333333,0.32222222222222224,-0.10416666666666669,0.5402777777777779,0.5034722222222223,0.3541666666666667,-0.18611111111111117
PL086,PL093,72,42,3.564234128059084,62.58847154249148,0.0,1.0,6.603890883495879,6.603890883495879,1.0,1.0776425326393964,0.5183673469387755,0.5736111111111111,0.32222222222222224,-0.19614512471655327,0.4142857142857143,0.5125,0.3541666666666667,-0.06011904761904763
PL087,PL088,72,72,3.5275887353612116,61.0875351740397,0.0,1.0,8.902946237448212,8.902946237448212,1.0,1.0121327014352342,0.6305555555555555,0.5638888888888889,0.6444444444444445,0.01388888888888895,0.6916666666666667,0.48055555555555557,0.7069444444444445,0.015277777777777835
PL087,PL089,72,72,3.6811105081816056,63.59098595489347,0.0,1.0,4.681469560430114,4.681469560430114,1.0,1.0366866957994836,0.6013888888888889,0.5180555555555556,0.6444444444444445,0.043055555555555625,0.42013888888888895,0.7333333333333334,0.7069444444444445,0.28680555555555554
