from,to,n_from,n_to,auc_gap,ext_auc,int_auc,dt_score,dt_abs,dt_alignment,bn_score,bn_batch,bn_interaction,geodesic,centroid_dist
US-CRC,CN-CRC,104,128,-0.04951988351988357,0.7017017017017018,0.6521818181818182,1.76351212336257,1.76351212336257,0.055314930442484915,0.045607775815723624,31.89140472024503,1.454496036929491,3.5535978376667465,31.88130418416002
US-CRC,DE-CRC,104,120,-0.09087373737373738,0.7430555555555556,0.6521818181818182,-2.683435541238023,2.683435541238023,-0.12123126436766708,1.5657647349075524e-15,22.134847435886236,3.465796352767109e-14,3.460676687483605,22.134847435886236
US-CRC,FR-CRC,104,114,-0.09263723532885304,0.7448190535106712,0.6521818181818182,5.202034596707498,5.202034596707498,0.24152328797028838,0.029677792780649234,21.369530065435246,0.6342004851018705,3.383904143065233,21.53843896555101
US-CRC,IT-CRC,104,53,0.009940438871473223,0.642241379310345,0.6521818181818182,-0.4778782063583469,0.4778782063583469,-0.014733919555246753,0.028129796177331603,32.41346141592907,0.9117840630319152,3.711607774005365,32.4338818714508
US-CRC,IT-CRC-2,104,60,-0.005184253246753201,0.6573660714285714,0.6521818181818182,-3.0300813226273045,3.0300813226273045,-0.10811189649421912,0.025727338330388413,28.041029320507285,0.7214210484610581,3.670046455829145,28.02727008668485
US-CRC,JP-CRC,104,80,-0.08406818181818176,0.73625,0.6521818181818182,-0.17357202390763843,0.17357202390763843,-0.004832427788482733,8.063781601272193e-16,35.91818264130359,2.8963638033408624e-14,3.5477856371678493,35.91818264130359
US-CRC,US-CRC-2,104,56,-0.06465491651205935,0.7168367346938775,0.6521818181818182,-5.270263119513725,5.270263119513725,-0.12055585640555777,5.981356253558325e-16,43.71635917697847,2.6148311834602802e-14,3.848661132438439,43.71635917697847
US-CRC-2,AT-CRC,56,109,0.08077294685990344,0.6014492753623188,0.6822222222222223,0.6175631238452821,0.6175631238452821,0.01825533732658287,0.05170403762084027,34.848997723200725,1.801833889328999,3.7231403964099483,33.82918172352735
US-CRC-2,CN-CRC,56,128,0.06435435435435444,0.6178678678678678,0.6822222222222223,-1.767050847216409,1.767050847216409,-0.04580941033824794,0.03766870590483955,38.61284856994744,1.4544960369294921,3.796873398469188,38.57397059182376
US-CRC-2,DE-CRC,56,120,0.05194444444444468,0.6302777777777776,0.6822222222222223,-13.752014919281537,13.752014919281537,-0.30356291609040653,6.000353647502588e-16,45.30202534747569,2.718281730329865e-14,3.84747696842301,45.30202534747569
US-CRC-2,FR-CRC,56,114,0.06329243564628662,0.6189297865759357,0.6822222222222223,-8.866243438034221,8.866243438034221,-0.2124089477882606,0.015197813823216777,41.72971800279751,0.6342004851018692,3.8254811775019255,41.741383921699494
US-CRC-2,IT-CRC,56,53,0.12475095785440615,0.5574712643678161,0.6822222222222223,-2.9919605639412863,2.9919605639412863,-0.07556506887138556,0.02297498947480615,39.6859404019199,0.911784063031917,3.975731211468091,39.59449264889355
US-CRC-2,IT-CRC-2,56,60,0.08400793650793648,0.5982142857142858,0.6822222222222223,-6.6154644088072585,6.6154644088072585,-0.16020370602920428,0.017577384655353696,41.04257047372021,0.7214210484610599,3.999240293388963,41.294078475320255
US-CRC-2,JP-CRC,56,80,0.14284722222222235,0.5393749999999999,0.6822222222222223,-5.764008798341066,5.764008798341066,-0.15558927914795062,5.525555939754019e-16,37.04631083777877,2.0470146289566768e-14,3.896306413853456,37.04631083777877
US-CRC-2,US-CRC,56,104,0.10640861275476665,0.5758136094674556,0.6822222222222223,-1.4500268411688695,1.4500268411688695,-0.033168975378270675,5.981356253558325e-16,43.71635917697847,2.6148311834602802e-14,3.848661132438439,43.71635917697847
