from,to,geodesic,centroid_dist,auc_gap,int_auc,ext_auc
A2_Christiana,A7_Christiana,3.6258679961610074,14.40249730021302,-0.04871264367816108,0.9426666666666665,0.9913793103448276
A2_Christiana,A8_Asterand,3.4784673678090696,24.105504000831644,-0.05239912280701764,0.9426666666666665,0.9950657894736842
A2_Christiana,AC_IGC,3.6032418082333812,14.532722751492441,-0.024000000000000132,0.9426666666666665,0.9666666666666667
A2_Christiana,AN_MD_Anderson,3.781731519645176,18.8768092019502,0.0445185185185184,0.9426666666666665,0.8981481481481481
A2_Christiana,AO_Asterand,3.609185641184409,13.507232621255648,-0.04304761904761922,0.9426666666666665,0.9857142857142858
A2_Christiana,AR_MD_Anderson,3.3907180789479288,11.145004587215245,-0.008863945578231447,0.9426666666666665,0.951530612244898
A2_Christiana,B6_Henry_Ford,3.480844893906675,16.03540654122185,0.05816374269005831,0.9426666666666665,0.8845029239766082
A2_Christiana,BH_Pittsburgh,3.198164556715688,10.848368808236422,0.0027759562841529473,0.9426666666666665,0.9398907103825136
A2_Christiana,C8_WashU,3.725141619603337,22.05244012886444,-0.0316923076923078,0.9426666666666665,0.9743589743589743
A2_Christiana,D8_Indivumed,3.310596922683604,15.834451062018658,-0.046244623655914086,0.9426666666666665,0.9889112903225806
A2_Christiana,E2_Emory,3.3664618561675583,12.594856081108773,-0.043964349376114154,0.9426666666666665,0.9866310160427807
A2_Christiana,E9_Indivumed,3.657605956075863,17.909276543281717,-0.05733333333333346,0.9426666666666665,1.0
A2_Christiana,EW_ILSBio,3.647474883060878,12.321739415685434,-0.05733333333333346,0.9426666666666665,1.0
A7_Christiana,A2_Christiana,3.6258679961610074,14.40249730021302,0.006646423751687003,0.9666666666666668,0.9600202429149798
A7_Christiana,A8_Asterand,3.8211701949143784,25.874626110196093,-0.026754385964912197,0.9666666666666668,0.993421052631579
A7_Christiana,AC_IGC,3.8823433617169356,17.30982918035444,-0.008333333333333193,0.9666666666666668,0.975
A7_Christiana,AN_MD_Anderson,3.935153544189408,19.4238523793031,0.06851851851851876,0.9666666666666668,0.898148148148148
